site_id,site_name,operator,year,water_withdrawn_ML,water_consumed_ML,wue_l_per_kwh,wue_scope,pue,pue_scope,energy_gwh_estimate,method,source_url,source_table,note
google_berkeley_county,"Google Berkeley County, SC",Google,2024,3232.0,2939.4,1.049,fleet_implied_consumption_basis,1.1,site,3083.1,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (776 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 352 MW average facility load."
epoch_google_bristow,Google Bristow VA,Google,2024,400.1,319.5,1.049,fleet_implied_consumption_basis,1.09,fleet,332.1,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","PUE row printed as 'Bristol, Virginia' in the 2026 report; treated as Bristow. Implied fleet WUE = Google DC water consumption (84 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 38 MW average facility load."
epoch_google_council_bluffs_east,Google Council Bluffs IA (both campuses),Google,2024,5338.6,3824.0,1.049,fleet_implied_consumption_basis,1.09,site_mean_of_2_facilities,3974.5,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Google reports one water row for both Council Bluffs campuses; PUE = mean of '1st facility' and '2nd facility'. Inventory site is the East campus only, so this is an upper bound for it. Implied fleet WUE = Google DC water consumption (1010 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 454 MW average facility load."
google_douglas_county,"Google Douglas County, GA",Google,2024,1681.1,1388.9,1.049,fleet_implied_consumption_basis,1.09,site,1443.5,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (367 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 165 MW average facility load."
google_dublin,"Google Dublin, Ireland",Google,2024,3.4,0.4,1.049,fleet_implied_consumption_basis,1.08,site,,invalid_air_cooled,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)",Air-cooled facility (report endnote 226 / 166 / 3). Air-cooled: water use is not a cooling proxy; no estimate.
google_eemshaven,"Google Eemshaven, Netherlands",Google,2024,1578.1,1249.2,1.049,fleet_implied_consumption_basis,1.08,site,1286.4,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (330 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 147 MW average facility load."
google_frankfurt,"Google Frankfurt, Germany",Google,2024,8.7,1.9,1.049,fleet_implied_consumption_basis,1.09,fleet,2.0,low_confidence_negligible_water,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (0 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 0 MW average facility load."
google_fredericia,"Google Fredericia, Denmark",Google,2024,183.2,143.1,1.049,fleet_implied_consumption_basis,1.07,site,146.0,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (38 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 17 MW average facility load."
google_hamina,"Google Hamina, Finland",Google,2024,11.4,1.1,1.049,fleet_implied_consumption_basis,1.1,site,1.2,low_confidence_negligible_water,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Seawater cooling; reported withdrawal excludes seawater, so water->energy is not meaningful here. Implied fleet WUE = Google DC water consumption (0 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 0 MW average facility load."
google_hanau,"Google Hanau, Germany",Google,2024,4.5,2.3,1.049,fleet_implied_consumption_basis,1.09,fleet,2.4,low_confidence_negligible_water,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (1 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 0 MW average facility load."
google_henderson,"Google Henderson, NV",Google,2024,1362.4,785.1,1.049,fleet_implied_consumption_basis,1.09,site,816.0,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (207 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 93 MW average facility load."
google_inzai,"Google Inzai, Japan",Google,2024,98.4,68.9,1.049,fleet_implied_consumption_basis,1.09,fleet,71.6,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (18 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 8 MW average facility load."
google_jackson_county,"Google Jackson County, AL",Google,2024,763.1,692.0,1.049,fleet_implied_consumption_basis,1.1,site,725.8,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (183 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 83 MW average facility load."
epoch_google_lancaster,Google Lancaster OH,Google,2024,785.1,382.7,1.049,fleet_implied_consumption_basis,1.09,fleet,397.8,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","PUE row 'Central Ohio (Lancaster), Ohio'. Implied fleet WUE = Google DC water consumption (101 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 45 MW average facility load."
google_leesburg,"Google Leesburg, VA",Google,2024,933.9,725.3,1.049,fleet_implied_consumption_basis,1.09,fleet,753.8,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (192 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 86 MW average facility load."
google_lenoir,"Google Lenoir, NC",Google,2024,1331.3,1240.9,1.049,fleet_implied_consumption_basis,1.13,site,1337.0,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (328 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 153 MW average facility load."
epoch_google_columbus,Google Columbus (Lockbourne) OH,Google,2024,671.2,542.4,1.049,fleet_implied_consumption_basis,1.06,site,548.3,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Water row is 'Lockbourne, OH'; PUE row is 'Columbus, Ohio' (same Rickenbacker-area campus). Implied fleet WUE = Google DC water consumption (143 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 63 MW average facility load."
epoch_google_pryor_north,Google Pryor Creek / Mayes County OK (whole campus),Google,2024,4195.4,3154.0,1.049,fleet_implied_consumption_basis,1.11,site,3338.3,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Whole Mayes County (Pryor) campus; inventory site is the North portion only. Implied fleet WUE = Google DC water consumption (833 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 381 MW average facility load."
google_middenmeer,"Google Middenmeer, Netherlands",Google,2024,35.2,24.6,1.049,fleet_implied_consumption_basis,1.09,fleet,25.6,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (6 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 3 MW average facility load."
epoch_google_midlothian,Google Midlothian TX,Google,2024,836.6,690.1,1.049,fleet_implied_consumption_basis,1.1,site,723.8,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (182 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 83 MW average facility load."
google_montgomery_county,"Google Montgomery County, TN",Google,2024,1468.4,1218.1,1.049,fleet_implied_consumption_basis,1.1,site,1277.7,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (322 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 146 MW average facility load."
google_montreal,"Google Montreal, Canada",Google,2024,2.3,0.4,1.049,fleet_implied_consumption_basis,1.09,fleet,,invalid_air_cooled,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)",Air-cooled: water use is not a cooling proxy; no estimate.
epoch_google_new_albany,Google New Albany OH,Google,2024,1534.2,1335.1,1.049,fleet_implied_consumption_basis,1.07,site,1362.2,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (353 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 156 MW average facility load."
epoch_google_omaha,Google Omaha NE,Google,2024,167.7,121.5,1.049,fleet_implied_consumption_basis,1.09,fleet,126.3,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (32 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 14 MW average facility load."
epoch_google_papillion,Google Papillion NE,Google,2024,2015.0,1578.1,1.049,fleet_implied_consumption_basis,1.09,site,1640.2,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (417 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 187 MW average facility load."
google_pflugerville,"Google Pflugerville, TX",Google,2024,0.4,0.0,1.049,fleet_implied_consumption_basis,1.09,fleet,,invalid_air_cooled,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)",Air-cooled: water use is not a cooling proxy; no estimate.
google_phoenix,"Google Phoenix, AZ",Google,2024,0.8,0.1,1.049,fleet_implied_consumption_basis,1.09,fleet,,invalid_air_cooled,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)",Air-cooled: water use is not a cooling proxy; no estimate.
google_quilicura,"Google Quilicura, Chile",Google,2024,829.0,461.1,1.049,fleet_implied_consumption_basis,1.09,site,479.2,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (122 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 55 MW average facility load."
google_san_bernardo,"Google San Bernardo, Chile",Google,2024,1.1,0.1,1.049,fleet_implied_consumption_basis,1.09,fleet,,invalid_air_cooled,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)",Air-cooled: water use is not a cooling proxy; no estimate.
google_st_ghislain,"Google St. Ghislain, Belgium",Google,2024,1937.0,1488.8,1.049,fleet_implied_consumption_basis,1.08,site,1533.2,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (393 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 175 MW average facility load."
google_sterling,"Google Sterling, VA",Google,2024,761.6,598.9,1.049,fleet_implied_consumption_basis,1.09,fleet,622.4,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","Implied fleet WUE = Google DC water consumption (158 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 71 MW average facility load."
epoch_google_storey_county,Google Storey County NV,Google,2024,56.4,5.7,1.049,fleet_implied_consumption_basis,1.16,site,,invalid_air_cooled,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)",Air-cooled facility (report endnote). Air-cooled: water use is not a cooling proxy; no estimate.
google_sydney,"Google Sydney, Australia",Google,2024,3.8,0.4,1.049,fleet_implied_consumption_basis,1.09,fleet,,invalid_air_cooled,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)",Air-cooled: water use is not a cooling proxy; no estimate.
epoch_google_the_dalles,Google The Dalles OR (both campuses),Google,2024,1745.5,1368.0,1.049,fleet_implied_consumption_basis,1.08,site_mean_of_2_facilities,1408.8,consumption/implied_fleet_WUE*PUE,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)","One water row for both The Dalles campuses; PUE = mean of the two facilities. Implied fleet WUE = Google DC water consumption (361 of 7787 MG fleet) / (DC electricity 30,637,100 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 161 MW average facility load."
google_wilmer,"Google Wilmer, TX",Google,2024,7.2,0.8,1.049,fleet_implied_consumption_basis,1.09,fleet,,invalid_air_cooled,https://www.gstatic.com/gumdrop/sustainability/google-2025-environmental-report.pdf,"2025 Environmental Report, Appendix, 'Water use by data center location' 2024 table (pp. 109-110; also assured 'Alphabet's Schedule of Water Use by Data Center Location FY2024') and PUE table (p. 108)",Air-cooled: water use is not a cooling proxy; no estimate.
google_ashburn,"Google Ashburn, VA",Google,2025,289.6,201.4,1.024,fleet_implied_consumption_basis,1.09,fleet,214.4,consumption/implied_fleet_WUE*PUE,https://sustainability.google/files/google-2026-environmental-report.pdf,"2026 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2025 table (p. 97) and 'Data center energy efficiency (PUE)' table (p. 95)","Implied fleet WUE = Google DC water consumption (53 of 10523 MG fleet) / (DC electricity 42,415,800 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 24 MW average facility load."
google_berkeley_county,"Google Berkeley County, SC",Google,2025,3741.9,3413.3,1.024,fleet_implied_consumption_basis,1.09,site,3634.5,consumption/implied_fleet_WUE*PUE,https://sustainability.google/files/google-2026-environmental-report.pdf,"2026 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2025 table (p. 97) and 'Data center energy efficiency (PUE)' table (p. 95)","Implied fleet WUE = Google DC water consumption (902 of 10523 MG fleet) / (DC electricity 42,415,800 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 415 MW average facility load."
epoch_google_bristow,Google Bristow VA,Google,2025,1361.2,1013.0,1.024,fleet_implied_consumption_basis,1.09,site,1078.6,consumption/implied_fleet_WUE*PUE,https://sustainability.google/files/google-2026-environmental-report.pdf,"2026 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2025 table (p. 97) and 'Data center energy efficiency (PUE)' table (p. 95)","PUE row printed as 'Bristol, Virginia' in the 2026 report; treated as Bristow. Implied fleet WUE = Google DC water consumption (268 of 10523 MG fleet) / (DC electricity 42,415,800 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 123 MW average facility load."
epoch_google_council_bluffs_east,Google Council Bluffs IA (both campuses),Google,2025,6610.8,5095.2,1.024,fleet_implied_consumption_basis,1.095,site_mean_of_2_facilities,5450.3,consumption/implied_fleet_WUE*PUE,https://sustainability.google/files/google-2026-environmental-report.pdf,"2026 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2025 table (p. 97) and 'Data center energy efficiency (PUE)' table (p. 95)","Google reports one water row for both Council Bluffs campuses; PUE = mean of '1st facility' and '2nd facility'. Inventory site is the East campus only, so this is an upper bound for it. Implied fleet WUE = Google DC water consumption (1346 of 10523 MG fleet) / (DC electricity 42,415,800 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 622 MW average facility load."
google_douglas_county,"Google Douglas County, GA",Google,2025,1667.9,1389.6,1.024,fleet_implied_consumption_basis,1.09,site,1479.7,consumption/implied_fleet_WUE*PUE,https://sustainability.google/files/google-2026-environmental-report.pdf,"2026 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2025 table (p. 97) and 'Data center energy efficiency (PUE)' table (p. 95)","Implied fleet WUE = Google DC water consumption (367 of 10523 MG fleet) / (DC electricity 42,415,800 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 169 MW average facility load."
google_dublin,"Google Dublin, Ireland",Google,2025,1.9,0.4,1.024,fleet_implied_consumption_basis,1.08,site,,invalid_air_cooled,https://sustainability.google/files/google-2026-environmental-report.pdf,"2026 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2025 table (p. 97) and 'Data center energy efficiency (PUE)' table (p. 95)",Air-cooled facility (report endnote 226 / 166 / 3). Air-cooled: water use is not a cooling proxy; no estimate.
google_eemshaven,"Google Eemshaven, Netherlands",Google,2025,2014.6,1535.7,1.024,fleet_implied_consumption_basis,1.07,site,1605.3,consumption/implied_fleet_WUE*PUE,https://sustainability.google/files/google-2026-environmental-report.pdf,"2026 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2025 table (p. 97) and 'Data center energy efficiency (PUE)' table (p. 95)","Implied fleet WUE = Google DC water consumption (406 of 10523 MG fleet) / (DC electricity 42,415,800 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 183 MW average facility load."
google_frankfurt,"Google Frankfurt, Germany",Google,2025,4.5,0.8,1.024,fleet_implied_consumption_basis,1.09,fleet,0.8,low_confidence_negligible_water,https://sustainability.google/files/google-2026-environmental-report.pdf,"2026 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2025 table (p. 97) and 'Data center energy efficiency (PUE)' table (p. 95)","Implied fleet WUE = Google DC water consumption (0 of 10523 MG fleet) / (DC electricity 42,415,800 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 0 MW average facility load."
google_fredericia,"Google Fredericia, Denmark",Google,2025,336.1,271.8,1.024,fleet_implied_consumption_basis,1.07,site,284.1,consumption/implied_fleet_WUE*PUE,https://sustainability.google/files/google-2026-environmental-report.pdf,"2026 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2025 table (p. 97) and 'Data center energy efficiency (PUE)' table (p. 95)","Implied fleet WUE = Google DC water consumption (72 of 10523 MG fleet) / (DC electricity 42,415,800 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 32 MW average facility load."
google_hamina,"Google Hamina, Finland",Google,2025,16.3,1.5,1.024,fleet_implied_consumption_basis,1.1,site,1.6,low_confidence_negligible_water,https://sustainability.google/files/google-2026-environmental-report.pdf,"2026 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2025 table (p. 97) and 'Data center energy efficiency (PUE)' table (p. 95)","Seawater cooling; reported withdrawal excludes seawater, so water->energy is not meaningful here. Implied fleet WUE = Google DC water consumption (0 of 10523 MG fleet) / (DC electricity 42,415,800 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 0 MW average facility load."
google_hanau,"Google Hanau, Germany",Google,2025,12.9,7.2,1.024,fleet_implied_consumption_basis,1.09,fleet,7.7,low_confidence_negligible_water,https://sustainability.google/files/google-2026-environmental-report.pdf,"2026 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2025 table (p. 97) and 'Data center energy efficiency (PUE)' table (p. 95)","Implied fleet WUE = Google DC water consumption (2 of 10523 MG fleet) / (DC electricity 42,415,800 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 1 MW average facility load."
google_henderson,"Google Henderson, NV",Google,2025,1520.6,906.2,1.024,fleet_implied_consumption_basis,1.09,site,965.0,consumption/implied_fleet_WUE*PUE,https://sustainability.google/files/google-2026-environmental-report.pdf,"2026 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2025 table (p. 97) and 'Data center energy efficiency (PUE)' table (p. 95)","Implied fleet WUE = Google DC water consumption (239 of 10523 MG fleet) / (DC electricity 42,415,800 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 110 MW average facility load."
google_inzai,"Google Inzai, Japan",Google,2025,358.1,277.1,1.024,fleet_implied_consumption_basis,1.12,site,303.2,consumption/implied_fleet_WUE*PUE,https://sustainability.google/files/google-2026-environmental-report.pdf,"2026 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2025 table (p. 97) and 'Data center energy efficiency (PUE)' table (p. 95)","Implied fleet WUE = Google DC water consumption (73 of 10523 MG fleet) / (DC electricity 42,415,800 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 35 MW average facility load."
google_jackson_county,"Google Jackson County, AL",Google,2025,723.0,657.1,1.024,fleet_implied_consumption_basis,1.1,site,706.2,consumption/implied_fleet_WUE*PUE,https://sustainability.google/files/google-2026-environmental-report.pdf,"2026 Environmental Report, Appendix > Environmental data, 'Water use by data center location' 2025 table (p. 97) and 'Data center energy efficiency (PUE)' table (p. 95)","Implied fleet WUE = Google DC water consumption (174 of 10523 MG fleet) / (DC electricity 42,415,800 MWh / fleet PUE 1.09); Google publishes no WUE. Estimate = 81 MW average facility load."
